id,input_text,perceived_mood,indicators,suggested_reply,suggested_actions,confidence_score
1665,Ready to tackle all my assignments,motivated,enthusiastic;drive,"उत्साह बढ़िया है, बढ़िया काम करो!",Plan milestones; reward yourself after completion.,0.84
1666,"आज का दिन सामान्य था, कुछ खास नहीं हुआ",neutral,ordinary;nothing special,Keep routines balanced and maybe add something fun.,Stay balanced; hydrate and rest.,0.97
1667,My heart is racing thinking about the exam,anxious,worried;ghabraahat,It’s okay to feel anxious — want to talk about it?,Practice deep breathing or mindfulness exercises.,0.94
1668,Excited to learn new things today,motivated,drive;energy,Love the energy — you’ve got this!,Plan milestones; reward yourself after completion.,0.82
1669,"Attending usual lectures, nothing new",neutral,routine;usual,Got it — sounds like a steady day.,Reflect on small achievements.,0.92
1670,I feel overwhelmed with all the tasks,stressed,deadlines;काम,"मैं सुन रही हूँ, यह बहुत भारी लग रहा है।",List top 3 priorities; take a 5-min mindful break; hydrate.,0.73
1671,"Deadlines are piling up, I feel like I’ll collapse",stressed,overload;संभाल,That sounds overwhelming — let's break it down into smaller steps.,Break tasks into smaller chunks; postpone non-urgent items.,0.74
1672,Excited to learn new things today,motivated,energy;excited,Love the energy — you’ve got this!,Maintain momentum and track achievements.,0.91
1673,मुझे लगता है कि सब बेकार है,depressed,lonely;meaningless,"मैं सुन रही हूँ, यह कठिन समय है।",Journal feelings to reflect and lighten mental load.,0.96
1674,My heart is racing thinking about the exam,anxious,ghabraahat;heart racing,It’s okay to feel anxious — want to talk about it?,Practice deep breathing or mindfulness exercises.,0.72
1675,I can achieve my goals if I work hard,motivated,excited;goal,Love the energy — you’ve got this!,Plan milestones; reward yourself after completion.,0.94
1676,I feel overwhelmed with all the tasks,stressed,pressure;deadlines,"Take a deep breath, you can handle one task at a time.",Break tasks into smaller chunks; postpone non-urgent items.,0.74
1677,I can't stop worrying about the interview tomorrow,anxious,nervous;heart racing,"परेशानी समझ में आती है, मैं सुन सकती हूँ।",Practice deep breathing or mindfulness exercises.,0.8
1678,I don't see the point in anything anymore,depressed,meaningless;बेकार,Consider reaching out to someone you trust or a small enjoyable activity.,Journal feelings to reflect and lighten mental load.,0.94
1679,"काम बहुत है, मुझे समझ नहीं आ रहा क्या करना चाहिए",stressed,overload;deadlines,That sounds overwhelming — let's break it down into smaller steps.,List top 3 priorities; take a 5-min mindful break; hydrate.,0.98
1680,Everything feels meaningless and dark,depressed,hopeless;tired,"मैं सुन रही हूँ, यह कठिन समय है।",Engage in one small enjoyable activity today.,0.8
1681,"Deadlines are piling up, I feel like I’ll collapse",stressed,tasks;overload,That sounds overwhelming — let's break it down into smaller steps.,Break tasks into smaller chunks; postpone non-urgent items.,0.85
1682,मुझे बहुत खुशी हो रही है आज,happy,enjoyed;खुशी,That’s wonderful — I’m glad you enjoyed!,Record or savor what made you happy.,0.9
1683,"I got an A on my exam, feeling amazing!",happy,amazing;joy,"बहुत अच्छा, खुश रहो!",Enjoy the good day fully; connect with loved ones.,0.89
1684,मुझे लगता है कि सब बेकार है,depressed,hopeless;lonely,Consider reaching out to someone you trust or a small enjoyable activity.,Engage in one small enjoyable activity today.,0.79
1685,"Attending usual lectures, nothing new",neutral,nothing special;सामान्य,Got it — sounds like a steady day.,Maintain routines; maybe add a small fun activity.,0.87
1686,I can achieve my goals if I work hard,motivated,drive;energy,"उत्साह बढ़िया है, बढ़िया काम करो!",Plan milestones; reward yourself after completion.,0.75
1687,"Just finished my homework, pretty regular day",neutral,normal;सामान्य,"ठीक है, दिन सामान्य रहा।",Stay balanced; hydrate and rest.,0.9
1688,Working on routine assignments,neutral,nothing special;normal,Got it — sounds like a steady day.,Reflect on small achievements.,0.97
1689,"Attending usual lectures, nothing new",neutral,usual;सामान्य,Keep routines balanced and maybe add something fun.,Reflect on small achievements.,0.84
1690,मुझे बहुत खुशी हो रही है आज,happy,खुशी;joy,Capture gratitude in a quick note; enjoy the moment.,Record or savor what made you happy.,0.82
1691,मुझे बहुत खुशी हो रही है आज,happy,enjoyed;joy,That’s wonderful — I’m glad you enjoyed!,Enjoy the good day fully; connect with loved ones.,0.7
1692,I have too many assignments and can't finish on time,stressed,tasks;काम,That sounds overwhelming — let's break it down into smaller steps.,List top 3 priorities; take a 5-min mindful break; hydrate.,0.72
1693,Everything feels meaningless and dark,depressed,lonely;dark,"मैं सुन रही हूँ, यह कठिन समय है।",Engage in one small enjoyable activity today.,0.94
1694,Enjoyed a wonderful day outdoors,happy,friends;enjoyed,That’s wonderful — I’m glad you enjoyed!,Celebrate the positive moments; share gratitude.,0.92
1695,बहुत सारा काम है और मैं संभाल नहीं पा रहा हूँ,stressed,काम;deadlines,"Take a deep breath, you can handle one task at a time.",Break tasks into smaller chunks; postpone non-urgent items.,0.81
1696,Feeling pumped to finish my project tonight,motivated,excited;goal,Love the energy — you’ve got this!,Channel energy into tasks efficiently.,0.94
1697,I can't stop worrying about the interview tomorrow,anxious,nervous;ghabraahat,It’s okay to feel anxious — want to talk about it?,Practice deep breathing or mindfulness exercises.,0.77
1698,I feel overwhelmed with all the tasks,stressed,काम;overload,That sounds overwhelming — let's break it down into smaller steps.,Break tasks into smaller chunks; postpone non-urgent items.,0.92
1699,Excited to learn new things today,motivated,excited;enthusiastic,"उत्साह बढ़िया है, बढ़िया काम करो!",Channel energy into tasks efficiently.,0.91
1700,"Classes were normal today, nothing much happened",neutral,normal;routine,Got it — sounds like a steady day.,Maintain routines; maybe add a small fun activity.,0.96
1701,I feel overwhelmed with all the tasks,stressed,overload;tasks,That sounds overwhelming — let's break it down into smaller steps.,List top 3 priorities; take a 5-min mindful break; hydrate.,0.81
1702,"Attending usual lectures, nothing new",neutral,usual;normal,Keep routines balanced and maybe add something fun.,Reflect on small achievements.,0.79
